i	j	k	LDT	LTT	e+_D	e+_T	proton_D	proton_T	proton_1_D	proton_1_T	deuteron_D	deuteron_T	triton_D	triton_T	alpha_D	alpha_T	He6_D	He6_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	O15_D	O15_T	O16_D	O16_T	O17_D	O17_T	O18_D	O18_T	F20_D	F20_T	Ne20_D	Ne20_T	Na23_D	Na23_T	Mg24_D	Mg24_T	Al27_D	Al27_T	Si29_D	Si29_T	Si30_D	Si30_T	P31_D	P31_T	S32_D	S32_T	S34_D	S34_T	Cl35_D	Cl35_T	Cl36_D	Cl36_T	Cl37_D	Cl37_T	Ar38_D	Ar38_T	K39_D	K39_T	K40_D	K40_T	K41_D	K41_T	Mn54_D	Mn54_T	Fe56_D	Fe56_T
0	0	0	3.57379e-05	6.43815e-06	0.277934	0.0423579	0.0151764	0.028889	1.01004e-05	6.3012e-06	0	0	0	0	0.177449	11.9797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.3535	5847.27	1025.19	156574	0	0	0	0	159.23	42813.6	0	0	0	0	0	0	13.8047	3157.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1534.92	489312	0	0	0	0	0	0	0	0
1	0	0	3.13741e-05	6.4813e-06	0.289782	0.0519753	0.00784919	0.0108203	1.01249e-05	6.33052e-06	0	0	0	0	0.193096	6.39237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.6622	9220	0	0	0	0	0	0	182.393	39905	0	0	0	0	0	0	13.5049	3108.09	0	0	0	0	0	0	0	0	2031.52	323296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	4.01872e-05	6.56104e-06	0.329106	0.0566986	0.0057441	0.00618001	1.00869e-05	6.36054e-06	4200.92	24292.3	0	0	0.113603	3.89666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.1625	5612.08	380.915	104498	0	0	0	0	325.299	67577.3	0	0	0	0	0	0	15.2191	3015.56	0	0	1112.4	166959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1136.38	224490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	3.52998e-05	6.57588e-06	0.217342	0.0378289	0.0053969	0.00527018	1.01236e-05	6.39297e-06	0	0	0	0	0.149593	4.02486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.7239	5261.12	163.44	57708.8	0	0	0	0	438.243	161928	0	0	655.89	199130	0	0	18.2551	3505.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615.158	224777	0	0	0	0	23873.9	440785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	3.64e-05	6.59807e-06	0.215218	0.0344649	0.00527321	0.00415773	1.01599e-05	6.42612e-06	2893.16	16141.8	0	0	0.127232	4.09208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7909	8312.33	439.404	66722.4	0	0	0	0	635.065	148023	0	0	0	0	0	0	14.084	3219.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	3.57549e-05	6.64139e-06	1.15234	0.168987	0.00418352	0.00336309	1.01651e-05	6.45902e-06	11891.9	48294.9	0	0	0.144447	5.97083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.6243	7083.54	294.598	109049	0	0	0	0	1523.3	184657	0	0	0	0	0	0	13.2901	3065.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	3.48687e-05	6.6698e-06	1.0134	0.166499	0.00369584	0.00285079	1.01955e-05	6.49228e-06	2740.39	16267.8	0	0	0.178809	6.99717	0	0	0	0	0	0	0	0	0	0	0	0	264.196	47031.7	0	0	0	0	0	0	0	0	0	0	31.5434	6649.74	759.152	189934	0	0	0	0	167.433	65618.2	0	0	0	0	0	0	13.4905	2980.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1584.25	414182	0	0	0	0	3455.5	453393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	3.48407e-05	6.71512e-06	0.689378	0.107181	0.0032446	0.00260927	1.02483e-05	6.52758e-06	0	0	136.395	10355.6	0.180704	6.56262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2332	6076.1	170.916	69640.6	0	0	0	0	0	0	0	0	0	0	0	0	12.1516	2477.66	0	0	571.933	130956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12840.9	440788	0	0	0	0	2049.04	489311	0	0	0	0	0	0	0	0
8	0	0	3.78663e-05	6.78031e-06	0.403687	0.0742355	0.00298033	0.00243623	1.03141e-05	6.56347e-06	3179.36	16251.6	0	0	0.125332	3.77005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.021	6625.48	298.65	107328	0	0	0	0	500.118	93896.1	66.4434	54546	0	0	0	0	13.4048	2720.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	3.49998e-05	6.79299e-06	0.821297	0.153958	0.00280904	0.00207962	1.02873e-05	6.5992e-06	4451.05	24915.3	0	0	0.162459	6.34653	0	0	0	0	0	0	0	0	0	0	0	0	401.27	48663	0	0	0	0	0	0	0	0	0	0	26.6146	6151.3	545.409	119331	0	0	0	0	364.257	60216.7	0	0	0	0	0	0	11.1495	2504.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22741.2	440785	0	0	0	0	0	0	311077	477062	0	0	0	0	0	0
10	0	0	3.86759e-05	6.85386e-06	1.20026	0.171125	0.00240604	0.00185148	1.04877e-05	6.63863e-06	2822.57	16308.3	17.3714	687.26	0.154743	6.04766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3117	4977.98	0	0	2019.17	141864	0	0	188.288	59823.8	0	0	0	0	0	0	10.1514	2197.23	0	0	0	0	0	0	0	0	4004.53	323295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	3.54936e-05	6.87376e-06	1.23168	0.218126	0.00260143	0.00181548	1.03632e-05	6.67016e-06	1.31611	10.4615	0	0	0.141063	5.0633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399.674	89685.3	0	0	0	0	27.3904	5875.8	445.513	129886	0	0	0	0	286.682	56661.7	319.265	122356	0	0	0	0	12.8587	2793.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	3.48547e-05	6.90844e-06	0.474287	0.0714475	0.00240417	0.00172955	1.03899e-05	6.70625e-06	15077.1	48294.8	0	0	0.148379	5.33469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.4497	9113.85	111.937	45356.4	0	0	0	0	201.962	57455.8	0	0	0	0	0	0	12.3095	2848.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24762.5	440785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	3.60755e-05	6.96475e-06	0.116881	0.115951	0.00234081	0.00165031	1.03701e-05	6.74397e-06	2823.45	16234.3	0	0	0.124145	4.84288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.2941	5633.6	0	0	2020.74	141863	0	0	1489.46	184661	0	0	0	0	0	0	13.211	2712.49	637.821	199395	0	0	0	0	0	0	1517.59	323294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	3.12098e-05	6.96508e-06	0.697102	0.089121	0.00235926	0.00154108	1.04017e-05	6.78017e-06	8803.62	48295	0	0	0.141106	5.12143	0	0	0	0	0	0	0	0	0	0	0	0	406.245	67325.1	0	0	0	0	0	0	0	0	0	0	17.9158	3982.5	596.085	117084	0	0	0	0	623.604	137364	433.459	147808	0	0	0	0	13.104	2563.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682.232	126590	0	0	285.527	135193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	3.31764e-05	7.00432e-06	0.471142	0.0725852	0.00220072	0.0014972	1.03945e-05	6.81777e-06	3640.22	17332.5	0	0	0.230441	10.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47900.7	117200	0	0	290.572	130407	19.4644	4797.59	0	0	0	0	0	0	217.541	102038	0	0	0	0	0	0	11.2935	2481.19	0	0	496.128	121406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6564.92	414180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	0	3.63866e-05	7.05552e-06	0.169383	0.0256725	0.00208581	0.00137858	1.05097e-05	6.85769e-06	2363.06	12229.6	221.29	16680.7	0.158163	6.23715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9725	7895.41	97.8035	42594.6	1103.46	142116	0	0	166.037	46336.8	0	0	0	0	0	0	8.17512	1861.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536.692	224616	0	0	0	0	17110.6	440787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	0	0	3.58618e-05	7.10446e-06	0.0995367	0.0258924	0.00189761	0.00131342	1.03597e-05	6.89164e-06	4470.28	24354.7	0	0	0.128948	5.58607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1303	6674.27	298.909	61805.8	0	0	0	0	121.089	37184.2	0	0	0	0	0	0	13.0315	2954.77	0	0	695.023	171124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644.79	141921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	3.50871e-05	7.14176e-06	0.194816	0.027292	0.00180133	0.0012868	1.05985e-05	6.93831e-06	20209	48294.7	0	0	0.169625	6.89007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3751	7822.6	211.758	92662.9	0	0	0	0	526.335	94785.1	137.641	97311.9	0	0	0	0	11.7541	2539.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0	0	3.73336e-05	7.20294e-06	0.106161	0.0148812	0.00184654	0.00124687	1.0505e-05	6.97648e-06	1.01467	7.99595	0	0	0.147259	7.1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9797	5151.2	176.927	62545.1	0	0	0	0	361.811	113839	0	0	0	0	0	0	11.8235	2480.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23863.3	440785	0	0	0	0	3558.71	489311	0	0	0	0	0	0	0	0
20	0	0	3.57261e-05	7.22514e-06	0.508858	0.0729169	0.00168013	0.00114614	1.04409e-05	7.01445e-06	2.57365	7.22098	0	0	0.156073	6.56425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.786	72746.1	0	0	0	0	19.5827	3900.17	163.097	77963.6	297.861	99612.5	0	0	156.077	44966.8	0	0	0	0	0	0	10.2064	2100.95	0	0	0	0	0	0	0	0	1214.11	232498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	0	0	3.69878e-05	7.27452e-06	0.318118	0.0608731	0.00176888	0.0011141	1.04693e-05	7.06057e-06	0.389878	1.71362	0	0	0.137213	5.85813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8341	5393.52	3238.91	152665	2020.97	141863	0	0	122.515	43021.6	0	0	0	0	0	0	11.6935	2577.03	0	0	0	0	0	0	0	0	228778	323296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	3.34669e-05	7.30849e-06	0.345283	0.0781695	0.00166103	0.00109296	1.05457e-05	7.10576e-06	1.14493	7.80925	0	0	0.147547	4.74037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2726	4005.74	169.679	53995.1	0	0	0	0	369.315	83690.7	0	0	0	0	0	0	12.087	2534.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244.68	224466	0	0	7620.7	453392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	0	3.62811e-05	7.37084e-06	0.511292	0.0743155	0.0016148	0.00106362	1.06625e-05	7.15411e-06	2274.32	12264.5	0	0	0.132298	5.03617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.7732	4807.21	188.709	93983.5	2019.93	141864	0	0	1029.66	188002	297.752	127329	0	0	0	0	10.7433	2172.36	0	0	1152.1	166954	0	0	0	0	1684.43	323296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	0	0	3.27729e-05	7.3954e-06	0.466484	0.0637746	0.00154337	0.00102662	1.07472e-05	7.197e-06	2267.2	12651.9	0	0	0.185481	5.91841	0	0	0	0	0	0	0	0	0	0	0	0	406.036	64183.3	0	0	0	0	0	0	0	0	0	0	21.3615	4772.43	3637.2	152630	0	0	0	0	92.0403	23956	0	0	0	0	0	0	9.42907	2019.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1120.96	464803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2875.71	563403
25	0	0	3.42625e-05	7.45256e-06	0.620126	0.082827	0.00145809	0.00100746	1.06219e-05	7.23569e-06	2448.55	12783.2	0	0	0.12376	3.96451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2525	5008.46	112.308	53579.2	0	0	0	0	407.513	97076.6	0	0	0	0	0	0	8.99178	2079.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	3.34194e-05	7.48191e-06	0.264653	0.0412452	0.00143688	0.000983031	1.06252e-05	7.28146e-06	2.08016	27.109	0	0	0.161848	7.2355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.642	53269.2	69.844	29719.8	0	0	0	0	25.7009	6026.06	394.975	102791	1010.22	70931.8	0	0	327.72	83684.1	223.879	110441	0	0	0	0	10.9855	2445.28	0	0	0	0	0	0	0	0	3793.05	323295	0	0	0	0	0	0	0	0	2908.04	414181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	0	0	3.43226e-05	7.5239e-06	0.113136	0.0177088	0.00140962	0.000972277	1.06561e-05	7.32826e-06	4477.78	24156.2	0	0	0.181373	7.79831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1034	6145.57	307.689	80258.8	0	0	0	0	213.901	58110.1	0	0	0	0	0	0	11.1083	2552.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	3.6552e-05	7.5785e-06	0.0928675	0.0143623	0.00144903	0.000966292	1.07269e-05	7.37602e-06	2.00174	28.7331	0	0	0.157604	6.14916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8837	4107.46	459.608	93796.7	2021.76	141863	0	0	567.371	92652.9	248.098	118807	0	0	104.636	80886.8	8.63553	1998.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23842	440785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	0	0	3.41327e-05	7.63036e-06	0.126286	0.0172769	0.00148951	0.000979288	1.06732e-05	7.42153e-06	1731.1	8458.26	0	0	0.175525	7.45278	0	0	0	0	0	0	0	0	0	0	0	0	186.452	28875	0	0	0	0	0	0	0	0	0	0	17.4382	4118.05	357.405	106873	2019.16	141864	0	0	639.688	151247	0	0	397.709	140392	0	0	10.0874	2261.83	0	0	0	0	0	0	0	0	919.396	203923	0	0	0	0	0	0	0	0	0	0	1763.19	224349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	3.21887e-05	7.64651e-06	0.117658	0.018065	0.00142594	0.000915166	1.06301e-05	7.46753e-06	4522.92	24158.8	0	0	0.156142	6.231	0	0	0	0	0	0	0	0	0	0	0	0	95.6694	32417.5	0	0	0	0	0	0	0	0	0	0	20.8348	4672.08	423.731	135523	2019.78	141864	291.533	94079.2	341.93	51276.5	868.645	134767	395.833	142957	0	0	8.96144	2021.25	0	0	426.645	75618	0	0	0	0	778.62	209803	0	0	0	0	0	0	0	0	1561.41	208616	0	0	0	0	0	0	262459	440792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	3.40222e-05	7.72134e-06	0.147569	0.0214193	0.00135017	0.000921636	1.06946e-05	7.51873e-06	1239.56	6259.67	21.965	924.311	0.167409	8.05091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.2795	5605.6	354.205	106509	0	0	0	0	125.57	28082.5	0	0	0	0	0	0	7.91605	1741.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44308.9	440792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	3.0246e-05	7.75081e-06	0.151689	0.0252132	0.00133122	0.000896839	1.07023e-05	7.56889e-06	2.70006	32.4491	0	0	0.225801	7.14272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6885	4388.48	0	0	0	0	0	0	989.396	95147.6	0	0	0	0	0	0	9.25831	1984.05	0	0	0	0	0	0	0	0	1097.25	205443	0	0	0	0	0	0	0	0	0	0	1453.06	224419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	3.3026e-05	7.82364e-06	0.335852	0.0520613	0.00127215	0.000887877	1.06837e-05	7.61886e-06	2.28702	17.9827	0	0	0.171228	7.7721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7223	3910.68	0	0	110.424	57829.9	0	0	100.258	24477.9	0	0	305.219	116239	0	0	8.46914	1804.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1766.94	489312	0	0	0	0	0	0	0	0
34	0	0	3.27805e-05	7.89216e-06	0.309553	0.0704372	0.00121319	0.000885462	1.06407e-05	7.67218e-06	3.61144	35.1342	0	0	0.188139	6.59774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5453	4539.49	209.404	81359.7	1010.54	70931.7	0	0	688.53	163086	269.299	94750.8	286.324	125060	0	0	8.17134	1801.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23807.7	440785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	0	0	2.87165e-05	7.91918e-06	1.00437	0.165163	0.00125842	0.000875939	1.07053e-05	7.7268e-06	4.02398	58.2301	0	0	0.206396	8.21853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7333	4273.53	0	0	0	0	0	0	291.515	54412.9	0	0	0	0	0	0	8.44135	1842.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0	0	3.0637e-05	7.96663e-06	0.813996	0.155598	0.00127456	0.000867595	1.06279e-05	7.77755e-06	5.59545	110.496	5.10965	142.134	0.161996	5.18997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5633	3101.11	428.482	72902.8	2020.47	141863	0	0	100.46	36078.2	0	0	0	0	0	0	7.56698	1734.46	0	0	1215.31	96168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6312.45	414180	1355.26	224441	0	0	0	0	22445	261093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	0	0	3.42323e-05	8.04557e-06	0.782863	0.119803	0.00129384	0.00087843	1.07452e-05	7.83997e-06	2172.83	12202.2	0	0	0.146613	4.85016	0	0	0	0	103.02	29869.5	0	0	0	0	0	0	388.873	60210.8	0	0	0	0	0	0	0	0	0	0	18.986	5562.45	0	0	1010.35	70931.7	0	0	196.644	50420.8	0	0	0	0	0	0	7.77199	1792.61	0	0	1688.99	166892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2256.19	414181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	0	0	3.35769e-05	8.09108e-06	0.903368	0.165364	0.0012405	0.000870497	1.08608e-05	7.90149e-06	1308.01	7019.2	15.7784	562.781	0.190803	9.80941	46.2682	8479	13878.2	76647.8	0	0	281.217	48259	0	0	0	0	390.891	48877.5	0	0	113.008	53146.2	0	0	0	0	0	0	13.4389	3604.8	245.261	121232	0	0	0	0	94.2162	29167.9	0	0	381.351	110202	0	0	7.31938	1669.89	2996.62	176554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299.93	224453	0	0	0	0	0	0	0	0	0	0	1691.19	489312	0	0	0	0	0	0	0	0
39	0	0	3.35411e-05	8.13939e-06	0.67815	0.136959	0.00127634	0.000847634	1.09143e-05	7.96367e-06	2148.21	12432.8	0	0	0.189765	9.0793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3358	4593.02	725.667	195860	0	0	0	0	315.96	61351.8	0	0	0	0	0	0	7.08026	1558.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580.354	166195	0	0	0	0	0	0	162770	440792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0	0	3.43118e-05	8.22795e-06	0.603526	0.091972	0.00121073	0.000839913	1.09712e-05	8.0233e-06	1561.31	8064.16	0	0	0.134917	5.61184	0	0	0	0	0	0	0	0	0	0	0	0	398.532	65479.5	0	0	0	0	0	0	0	0	0	0	15.6505	4039.45	0	0	2019.12	141864	0	0	126.649	26924.5	0	0	0	0	0	0	9.02412	2187.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28193.5	440784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
